# Middle Chinese to Mandarin syllable mapping (work in progress)
# version: 20190512
# author: hhliow (github.com/hhliow)
# license: cc by-nc-sa 4.0
# The Middle Chinese syllables are transcribed using Baxter transcription.
# The Mandarin IPA transcription is intended to reflect the system of 洪武正韻譯訓. The following modern phonetic realization are not marked explicitly:
#  Merge of syllable codae -p -t -k to glottal stop [ʔ];
#  Omission of breathiness in breathy fricatives ʂʱ ʃʱ sʱ fʱ ɦ (resulting in merge with [ʂ] [ʃ] [s] [f] [h]~[x] respectively);
#  Palatalization and frictivization of /k/ /g/ /ŋ/ /ʔ/ /h/ /ɦ/ before /i/ or /y/;
#  Merge of -iaw and -iɛw.
kwangx_ghiunh_entry	middle_chinese_to_mandarin_mapping
785(䧴)	䧴(tsye)->䧴(tʃɨ)
786(觶)	觗(tsye)->觗(tʃɨ)
786(觶)	觶(tsye)->觶(tʃɨ)
787(榰)	榰(tsye)->榰(tʃɨ)
794(移)	移(ye)->移(jȉ)
796(迻)	迻(ye)->迻(jȉ)
798(杝)	柂(ye)->柂(jȉ)
798(杝)	杝(ye)->杝(jȉ)
799(鉹)	鉹(ye)->鉹(jȉ)
800(袲)	袲(ye)->袲(jȉ)
801(箷)	箷(ye)->箷(jȉ)
805(簃)	簃(ye)->簃(jȉ)
806(䔟)	䔟(ye)->䔟(jȉ)
808(扅)	扅(ye)->扅(jȉ)
810(暆)	暆(ye)->暆(jȉ)
813(栘)	栘(ye)->栘(jȉ)
815(酏)	酏(ye)->酏(jȉ)
816(匜)	匜(ye)->匜(jȉ)
819(𠗺)	𠗺(ye)->𠗺(jȉ)
820(蛇)	蛇(ye)->蛇(jȉ)
826(爲)	爲(hjwe)->爲(ȕi)
826(爲)	為(hjwe)->為(ȕi)
832(嬀)	嬀(kjwe)->嬀(kui)
832(嬀)	媯(kjwe)->媯(kui)
833(潙)	潙(kjwe)->潙(kui)
833(潙)	溈(kjwe)->溈(kui)
835(麾)	麾(xjwe)->麾(hui)
837(撝)	撝(xjwe)->撝(hui)
840(逶)	逶('jwe)->逶(ʔui)
842(萎)	萎('jwe)->萎(ʔui)
842(萎)	荽('jwe)->荽(ʔui)
845(蜲)	蜲('jwe)->蜲(ʔui)
846(痿)	痿('jwe)->痿(ʔui)
847(倭)	倭('jwe)->倭(ʔui)
848(委)	委('jwe)->委(ʔui)
849(䴧)	䴧('jwe)->䴧(ʔui)
851(糜)	糜(mje)->糜(mȉ)
852(縻)	縻(mje)->縻(mȉ)
854(𪎕)	𪎕(mje)->𪎕(mȉ)
855(蘼)	蘼(mje)->蘼(mȉ)
857(𪎭)	𪎭(mje)->𪎭(mȉ)
858(𦗕)	𦗕(mje)->𦗕(mȉ)
860(隓)	隓(xjwie)->隓(hui)
861(墮)	墮(xjwie)->墮(hui)
862(隳)	隳(xjwie)->隳(hui)
865(睢)	睢(xjwie)->睢(hui)
869(鬌)	鬌(drjwe)->鬌(ʈʂʱȕi)
870(錘)	錘(drjwe)->錘(ʈʂʱȕi)
871(甀)	甀(drjwe)->甀(ʈʂʱȕi)
882(羸)	羸(ljwe)->羸(lȕi)
884(吹)	吹(tsyhwe)->吹(ʈʂʰui)
884(吹)	龡(tsyhwe)->龡(ʈʂʰui)
885(炊)	炊(tsyhwe)->炊(ʈʂʰui)
887(鈹)	鈹(phje)->鈹(pʰi)
890(披)	披(phje)->披(pʰi)
892(耚)	耚(phje)->耚(pʰi)
894(翍)	翍(phje)->翍(pʰi)
895(旇)	旇(phje)->旇(pʰi)
898(㱟)	㱟(phje)->㱟(pʰi)
899(陂)	陂(pje)->陂(pi)
900(詖)	詖(pje)->詖(pi)
901(碑)	碑(pje)->碑(pi)
902(羆)	羆(pje)->羆(pi)
909(藣)	藣(pje)->藣(pi)
910(隨)	隨(zjwe)->隨(sʱȕi)
911(隋)	隋(zjwe)->隋(sʱȕi)
911(隋)	陏(zjwe)->陏(sʱȕi)
913(虧)	虧(khjwe)->虧(kʰui)
914(闚)	闚(khjwie)->闚(kʰui)
915(窺)	窺(khjwie)->窺(kʰui)
916(竒)	奇(gje)->奇(kʱȉ)
916(竒)	竒(gje)->竒(kʱȉ)
917(琦)	琦(gje)->琦(kʱȉ)
918(騎)	騎(gje)->騎(kʱȉ)
922(碕)	碕(gje)->碕(kʱȉ)
922(碕)	崎(gje)->崎(kʱȉ)
925(錡)	錡(gje)->錡(kʱȉ)
926(祇)	祇(gjie)->祇(kʱȉ)
927(示)	示(gjie)->示(kʱȉ)
929(岐)	岐(gjie)->岐(kʱȉ)
929(岐)	歧(gjie)->歧(kʱȉ)
930(歧)	歧(gjie)->歧(kʱȉ)
930(歧)	岐(gjie)->岐(kʱȉ)
931(𨙸)	𨙸(gjie)->𨙸(kʱȉ)
933(疧)	疧(gjie)->疧(kʱȉ)
933(疧)	疷(gjie)->疷(kʱȉ)
934(蚑)	蚑(gjie)->蚑(kʱȉ)
935(忯)	忯(gjie)->忯(kʱȉ)
939(軝)	軝(gjie)->軝(kʱȉ)
941(芪)	芪(gjie)->芪(kʱȉ)
943(跂)	跂(gjie)->跂(kʱȉ)
948(伎)	伎(gjie)->伎(kʱȉ)
951(犧)	犧(xje)->犧(hi)
951(犧)	犠(xje)->犠(hi)
952(羲)	羲(xje)->羲(hi)
955(巇)	巇(xje)->巇(hi)
956(羛)	羛(xje)->羛(hi)
957(戲)	戲(xje)->戲(hi)
957(戲)	戱(xje)->戱(hi)
957(戲)	戯(xje)->戯(hi)
959(曦)	曦(xje)->曦(hi)
970(觭)	觭(khje)->觭(kʰji)
971(踦)	踦(khje)->踦(kʰji)
973(崎)	崎(khje)->崎(kʰji)
973(崎)	碕(khje)->碕(kʰji)
973(崎)	埼(khje)->埼(kʰji)
973(崎)	嵜(khje)->嵜(kʰji)
978(䗁)	䗁(khje)->䗁(kʰji)
980(宜)	宜(ngje)->宜(jȉ)
980(宜)	冝(ngje)->冝(jȉ)
984(儀)	儀(ngje)->儀(jȉ)
988(轙)	轙(ngje)->轙(jȉ)
989(涯)	涯(ngje)->涯(jȉ)
990(崖)	崖(ngje)->崖(jȉ)
990(崖)	崕(ngje)->崕(jȉ)
991(皮)	皮(bje)->皮(pʱȉ)
992(疲)	疲(bje)->疲(pʱȉ)
993(郫)	郫(bje)->郫(pʱȉ)
994(罷)	罷(bje)->罷(pʱȉ)
997(提)	提(dzye)->提(ʃʱɨ̏)
998(𦑡)	𦑡(dzye)->𦑡(ʃʱɨ̏)
1000(匙)	匙(dzye)->匙(ʃʱɨ̏)
1009(兒)	兒(nye)->兒(ɻ̏)
1009(兒)	児(nye)->児(ɻ̏)
1011(唲)	唲(nye)->唲(ɻ̏)
1013(離)	離(lje)->離(ljȉ)
1014(籬)	籬(lje)->籬(ljȉ)
1015(醨)	醨(lje)->醨(ljȉ)
1016(罹)	罹(lje)->罹(ljȉ)
1017(璃)	璃(lje)->璃(ljȉ)
1020(驪)	驪(lje)->驪(ljȉ)
1022(樆)	樆(lje)->樆(ljȉ)
1023(鸝)	鸝(lje)->鸝(ljȉ)
1024(鵹)	鵹(lje)->鵹(ljȉ)
1025(𪅆)	𪅆(lje)->𪅆(ljȉ)
1026(縭)	縭(lje)->縭(ljȉ)
1027(褵)	褵(lje)->褵(ljȉ)
1028(蘺)	蘺(lje)->蘺(ljȉ)
1029(䕻)	䕻(lje)->䕻(ljȉ)
1030(麗)	麗(lje)->麗(ljȉ)
1031(离)	离(lje)->离(ljȉ)
1033(㰚)	㰚(lje)->㰚(ljȉ)
1034(蠡)	蠡(lje)->蠡(ljȉ)
1035(䅻)	䅻(lje)->䅻(ljȉ)
1036(孋)	孋(lje)->孋(ljȉ)
1037(漓)	漓(lje)->漓(ljȉ)
1038(灕)	灕(lje)->灕(ljȉ)
1042(攡)	攡(lje)->攡(ljȉ)
1044(矖)	矖(lje)->矖(ljȉ)
1045(穲)	穲(lje)->穲(ljȉ)
1049(劙)	劙(lje)->劙(ljȉ)
1050(疵)	疵(dzje)->疵(tsʱɨ̏)
1051(骴)	骴(dzje)->骴(tsʱɨ̏)
1052(玼)	玼(dzje)->玼(tsʱɨ̏)
1053(茈)	茈(dzje)->茈(tsʱɨ̏)
1053(茈)	柴(dzje)->柴(tsʱɨ̏)
1055(胔)	胔(dzje)->胔(tsʱɨ̏)
1058(貲)	貲(tsje)->貲(tsɨ)
1063(訾)	訾(tsje)->訾(tsɨ)
1064(鄑)	鄑(tsje)->鄑(tsɨ)
1070(姕)	姕(tsje)->姕(tsɨ)
1073(觜)	觜(tsje)->觜(tsɨ)
1074(羈)	羈(kje)->羈(kji)
1074(羈)	覉(kje)->覉(kji)
1074(羈)	覊(kje)->覊(kji)
1074(羈)	羇(kje)->羇(kji)
1075(畸)	畸(kje)->畸(kji)
1076(羇)	羇(kje)->羇(kji)
1076(羇)	羈(kje)->羈(kji)
1076(羇)	覊(kje)->覊(kji)
1077(掎)	掎(kje)->掎(kji)
1079(竒)	奇(kje)->奇(kji)
1079(竒)	竒(kje)->竒(kji)
1083(卑)	卑(pjie)->卑(pi)
1085(椑)	椑(pjie)->椑(pi)
1086(箄)	箄(pjie)->箄(pi)
1087(裨)	裨(pjie)->裨(pi)
1088(鞞)	鞞(pjie)->鞞(pi)
1092(錍)	錍(pjie)->錍(pi)
1094(陴)	陴(bjie)->陴(pʱȉ)
1097(脾)	脾(bjie)->脾(pʱȉ)
1099(埤)	埤(bjie)->埤(pʱȉ)
1100(裨)	裨(bjie)->裨(pʱȉ)
1101(蜱)	蜱(bjie)->蜱(pʱȉ)
1101(蜱)	螵(bjie)->螵(pʱȉ)
1106(郫)	郫(bjie)->郫(pʱȉ)
1107(𪌈)	𪌈(bjie)->𪌈(pʱȉ)
1108(紕)	紕(bjie)->紕(pʱȉ)
1109(䌳)	䌳(sye)->䌳(ʃɨ)
1110(絁)	絁(sye)->絁(ʃɨ)
1111(施)	施(sye)->施(ʃɨ)
1112(葹)	葹(sye)->葹(ʃɨ)
1113(䙾)	䙾(sye)->䙾(ʃɨ)
1114(鍦)	鍦(sye)->鍦(ʃɨ)
1116(鸍)	鸍(sye)->鸍(ʃɨ)
1117(𪓿)	𪓿(sye)->𪓿(ʃɨ)
1118(䗐)	䗐(sye)->䗐(ʃɨ)
1121(斯)	斯(sje)->斯(sɨ)
1122(虒)	虒(sje)->虒(sɨ)
1123(𩆵)	𩆵(sje)->𩆵(sɨ)
1126(廝)	廝(sje)->廝(sɨ)
1127(㒋)	厮(sje)->厮(sɨ)
1127(㒋)	㒋(sje)->㒋(sɨ)
1128(凘)	凘(sje)->凘(sɨ)
1133(鼶)	鼶(sje)->鼶(sɨ)
1134(𪆁)	𪆁(sje)->𪆁(sɨ)
1135(蟴)	蟴(sje)->蟴(sɨ)
1143(蜤)	蜤(sje)->蜤(sɨ)
1145(禠)	禠(sje)->禠(sɨ)
1147(差)	差(tsrhje)->差(ʈʂʰɨ)
1148(嵯)	嵯(tsrhje)->嵯(ʈʂʰɨ)
1148(嵯)	嵳(tsrhje)->嵳(ʈʂʰɨ)
1150(縒)	縒(tsrhje)->縒(ʈʂʰɨ)
1151(摛)	摛(trhje)->摛(tʃʰi)
1152(螭)	螭(trhje)->螭(tʃʰi)
1154(魑)	魑(trhje)->魑(tʃʰi)
1155(黐)	黐(trhje)->黐(tʃʰi)
1157(离)	离(trhje)->离(tʃʰi)
1159(彲)	彲(trhje)->彲(tʃʰi)
1159(彲)	彨(trhje)->彨(tʃʰi)
1160(彌)	彌(mjie)->彌(mjȉ)
1160(彌)	瀰(mjie)->瀰(mjȉ)
1161(𢏏)	弥(mjie)->弥(mjȉ)
1161(𢏏)	𢏏(mjie)->𢏏(mjȉ)
1164(䍘)	䍘(mjie)->䍘(mjȉ)
1171(麊)	麊(mjie)->麊(mȉ)
1172(冞)	冞(mjie)->冞(mjȉ)
1173(㜷)	㜷(mjie)->㜷(mjȉ)
1176(瀰)	瀰(mjie)->瀰(mjȉ)
1176(瀰)	彌(mjie)->彌(mjȉ)
1177(雌)	雌(tshje)->雌(tsʰɨ)
1182(知)	知(trje)->知(tʃi)
1183(䵹)	䵹(trje)->䵹(tʃi)
1184(鼅)	鼅(trje)->鼅(tʃi)
1184(鼅)	蜘(trje)->蜘(tʃi)
1185(蜘)	蜘(trje)->蜘(tʃi)
1185(蜘)	鼅(trje)->鼅(tʃi)
1187(䝷)	䝷(trje)->䝷(tʃi)
1188(漪)	漪('je)->漪(ʔi)
1189(猗)	猗('je)->猗(ʔi)
1190(椅)	椅('je)->椅(ʔi)
1191(旖)	旖('je)->旖(ʔi)
1192(禕)	禕('je)->禕(ʔi)
1194(欹)	欹('je)->欹(ʔi)
1199(馳)	馳(drje)->馳(tʃʱȉ)
1200(趍)	趍(drje)->趍(tʃʱȉ)
1201(池)	池(drje)->池(tʃʱȉ)
1203(篪)	竾(drje)->竾(tʃʱȉ)
1203(篪)	篪(drje)->篪(tʃʱȉ)
1204(䶵)	䶵(drje)->䶵(tʃʱȉ)
1205(踟)	踟(drje)->踟(tʃʱȉ)
1206(褫)	褫(drje)->褫(tʃʱȉ)
1212(眭)	眭(sjwe)->眭(sui)
1213(危)	危(ngjwe)->危((ŋ)ȕi)
1216(峗)	峗(ngjwe)->峗((ŋ)ȕi)
1219(釃)	釃(srje)->釃(ʂɨ)
1220(簁)	簁(srje)->簁(ʂɨ)
1222(襹)	襹(srje)->襹(ʂɨ)
1225(籭)	籭(srje)->籭(ʂɨ)
1228(痿)	痿(nywe)->痿(ʒȕi)
1231(觜)	觜(tsje)->觜(tsɨ)
1239(規)	規(kjwie)->規(kui)
1239(規)	槻(kjwie)->槻(kui)
1241(𨾚)	𨾚(kjwie)->𨾚(kui)
1242(摫)	摫(kjwie)->摫(kui)
1266(脂)	脂(tsyij)->脂(tʃɨ)
1267(祗)	祗(tsyij)->祗(tʃɨ)
1267(祗)	只(tsyij)->只(tʃɨ)
1269(砥)	厎(tsyij)->厎(tʃɨ)
1269(砥)	砥(tsyij)->砥(tʃɨ)
1276(姨)	姨(yij)->姨(jȉ)
1278(寅)	寅(yij)->寅(jȉ)
1279(夷)	夷(yij)->夷(jȉ)
1280(峓)	峓(yij)->峓(jȉ)
1281(恞)	恞(yij)->恞(jȉ)
1286(𡰥)	𡰥(yij)->𡰥(jȉ)
1287(痍)	痍(yij)->痍(jȉ)
1288(䧅)	䧅(yij)->䧅(jȉ)
1289(荑)	荑(yij)->荑(jȉ)
1290(桋)	桋(yij)->桋(jȉ)
1292(胰)	胰(yij)->胰(jȉ)
1297(𢓡)	𢓡(yij)->𢓡(jȉ)
1300(跠)	跠(yij)->跠(jȉ)
1301(洟)	洟(yij)->洟(jȉ)
1301(洟)	涕(yij)->涕(jȉ)
1302(師)	師(srij)->師(ʂɨ)
1304(蒒)	蒒(srij)->蒒(ʂɨ)
1305(篩)	篩(srij)->篩(ʂɨ)
1306(獅)	獅(srij)->獅(ʂɨ)
1307(螄)	螄(srij)->螄(ʂɨ)
1309(毗)	毗(bjij)->毗(pʱȉ)
1310(比)	比(bjij)->比(pʱȉ)
1311(琵)	琵(bjij)->琵(pʱȉ)
1312(㮰)	㮰(bjij)->㮰(pʱȉ)
1315(貔)	貔(bjij)->貔(pʱȉ)
1317(膍)	膍(bjij)->膍(pʱȉ)
1319(蚍)	蚍(bjij)->蚍(pʱȉ)
1321(枇)	枇(bjij)->枇(pʱȉ)
1323(𨈚)	𨈚(bjij)->𨈚(pʱȉ)
1324(魮)	魮(bjij)->魮(pʱȉ)
1325(鈚)	鈚(bjij)->鈚(pʱȉ)
1326(𦳈)	𦳈(bjij)->𦳈(pʱȉ)
1328(阰)	阰(bjij)->阰(pʱȉ)
1331(咨)	咨(tsij)->咨(tsɨ)
1332(資)	資(tsij)->資(tsɨ)
1333(粢)	粢(tsij)->粢(tsɨ)
1335(𪗋)	𪗋(tsij)->𪗋(tsɨ)
1338(姿)	姿(tsij)->姿(tsɨ)
1339(齍)	齍(tsij)->齍(tsɨ)
1340(澬)	澬(tsij)->澬(tsɨ)
1342(齎)	齎(tsij)->齎(tsɨ)
1346(飢)	飢(kij)->飢(kji)
1346(飢)	饥(kij)->饥(kji)
1348(肌)	肌(kij)->肌(kji)
1357(絺)	絺(trhij)->絺(tʃʰi)
1359(郗)	郗(trhij)->郗(tʃʰi)
1362(瓻)	瓻(trhij)->瓻(tʃʰi)
1373(茨)	茨(dzij)->茨(tsʱɨ̏)
1374(薋)	薋(dzij)->薋(tsʱɨ̏)
1375(薺)	薺(dzij)->薺(tsʱɨ̏)
1375(薺)	萕(dzij)->萕(tsʱɨ̏)
1376(餈)	餈(dzij)->餈(tsʱɨ̏)
1381(瓷)	瓷(dzij)->瓷(tsʱɨ̏)
1381(瓷)	磁(dzij)->磁(tsʱɨ̏)
1381(瓷)	甆(dzij)->甆(tsʱɨ̏)
1385(𩆂)	𩆂(dzij)->𩆂(tsʱɨ̏)
1386(尼)	尼(nrij)->尼(njȉ)
1388(怩)	怩(nrij)->怩(njȉ)
1390(跜)	跜(nrij)->跜(njȉ)
1391(呢)	呢(nrij)->呢(njȉ)
1394(墀)	墀(drij)->墀(tʃʱȉ)
1396(坻)	坻(drij)->坻(tʃʱȉ)
1397(泜)	泜(drij)->泜(tʃʱȉ)
1398(遲)	遲(drij)->遲(tʃʱȉ)
1398(遲)	遅(drij)->遅(tʃʱȉ)
1398(遲)	遟(drij)->遟(tʃʱȉ)
1400(蚳)	蚳(drij)->蚳(tʃʱȉ)
1405(菭)	菭(drij)->菭(tʃʱȉ)
1406(謘)	謘(drij)->謘(tʃʱȉ)
1408(貾)	貾(drij)->貾(tʃʱȉ)
1409(私)	私(sij)->私(sɨ)
1409(私)	厶(sij)->厶(sɨ)
1414(尸)	尸(syij)->尸(ʃɨ)
1415(鳲)	鳲(syij)->鳲(ʃɨ)
1416(屍)	屍(syij)->屍(ʃɨ)
1417(蓍)	蓍(syij)->蓍(ʃɨ)
1418(鬐)	鬐(gij)->鬐(kʱȉ)
1420(耆)	耆(gij)->耆(kʱȉ)
1421(愭)	愭(gij)->愭(kʱȉ)
1425(祁)	祁(gij)->祁(kʱȉ)
1427(鰭)	鰭(gij)->鰭(kʱȉ)
1429(伊)	伊('jij)->伊(ʔi)
1430(咿)	咿('jij)->咿(ʔi)
1433(黟)	黟('jij)->黟(ʔi)
1434(棃)	棃(lij)->棃(ljȉ)
1435(梨)	梨(lij)->梨(ljȉ)
1439(蔾)	蔾(lij)->蔾(ljȉ)
1440(犂)	犂(lij)->犂(ljȉ)
1440(犂)	犁(lij)->犁(ljȉ)
1448(葵)	葵(gjwij)->葵(kʱȕi)
1449(鄈)	鄈(gjwij)->鄈(kʱȕi)
1450(楑)	楑(gjwij)->楑(kʱȕi)
1456(追)	追(trwij)->追(ʈʂui)
1457(䨨)	䨨(trwij)->䨨(ʈʂui)
1459(龜)	龜(kwij)->龜(kui)
1459(龜)	亀(kwij)->亀(kui)
1464(騩)	騩(kwij)->騩(kui)
1465(蕤)	蕤(nywij)->蕤(ʒȕi)
1466(甤)	甤(nywij)->甤(ʒȕi)
1467(緌)	緌(nywij)->緌(ʒȕi)
1469(桵)	桵(nywij)->桵(ʒȕi)
1474(𤸬)	𤸬(srwij)->𤸬(ʂui)
1488(纍)	纍(lwij)->纍(lȕi)
1500(綏)	綏(swij)->綏(sui)
1501(雖)	雖(swij)->雖(sui)
1502(荾)	荾(swij)->荾(sui)
1503(荽)	荽(swij)->荽(sui)
1503(荽)	萎(swij)->萎(sui)
1506(浽)	浽(swij)->浽(sui)
1509(睢)	睢(swij)->睢(sui)
1510(濉)	濉(swij)->濉(sui)
1512(逵)	逵(gwij)->逵(kʱȕi)
1513(夔)	夔(gwij)->夔(kʱȕi)
1515(馗)	馗(gwij)->馗(kʱȕi)
1516(戣)	戣(gwij)->戣(kʱȕi)
1518(騤)	騤(gwij)->騤(kʱȕi)
1519(犪)	犪(gwij)->犪(kʱȕi)
1526(頯)	頯(gwij)->頯(kʱȕi)
1530(頄)	頄(gwij)->頄(kʱȕi)
1543(麋)	麋(mij)->麋(mȉ)
1544(蘪)	蘪(mij)->蘪(mȉ)
1548(𦗕)	𦗕(mij)->𦗕(mȉ)
1551(悲)	悲(pij)->悲(pi)
1552(錐)	錐(tsywij)->錐(ʈʂui)
1553(隹)	隹(tsywij)->隹(ʈʂui)
1555(騅)	騅(tsywij)->騅(ʈʂui)
1558(萑)	雈(tsywij)->雈(ʈʂui)
1558(萑)	萑(tsywij)->萑(ʈʂui)
1559(鵻)	鵻(tsywij)->鵻(ʈʂui)
1560(誰)	誰(dzywij)->誰(ʂʱȕi)
1562(脽)	脽(dzywij)->脽(ʂʱȕi)
1563(帷)	帷(hwij)->帷(ȕi)
1564(邳)	邳(bij)->邳(pʱȉ)
1567(岯)	岯(bij)->岯(pʱȉ)
1568(魾)	魾(bij)->魾(pʱȉ)
1581(鉟)	鉟(phij)->鉟(pʰi)
1582(倠)	倠(xjwij)->倠(hui)
1584(睢)	睢(xjwij)->睢(hui)
1588(鎚)	鎚(drwij)->鎚(ʈʂʱȕi)
1589(椎)	椎(drwij)->椎(ʈʂʱȕi)
1590(槌)	槌(drwij)->槌(ʈʂʱȕi)
1593(推)	推(tsyhwij)->推(ʈʂʰui)
1594(蓷)	蓷(tsyhwij)->蓷(ʈʂʰui)
1599(紕)	紕(phjij)->紕(pʰi)
1602(𧧺)	𧧺(phjij)->𧧺(pʰi)
1607(巋)	巋(khwij)->巋(kʰui)
1608(蘬)	蘬(khwij)->蘬(kʰui)
1614(屎)	屎(xjij)->屎(hi)
1615(之)	之(tsyi)->之(tʃɨ)
1617(芝)	芝(tsyi)->芝(tʃɨ)
1619(飴)	飴(yi)->飴(jȉ)
1622(怡)	怡(yi)->怡(jȉ)
1625(异)	异(yi)->异(jȉ)
1629(圯)	圯(yi)->圯(jȉ)
1630(貽)	貽(yi)->貽(jȉ)
1635(頤)	頤(yi)->頤(jȉ)
1635(頤)	頉(yi)->頉(jȉ)
1636(詒)	詒(yi)->詒(jȉ)
1639(宧)	宧(yi)->宧(jȉ)
1643(台)	台(yi)->台(jȉ)
1644(眙)	眙(yi)->眙(jȉ)
1644(眙)	瞪(yi)->瞪(jȉ)
1645(瓵)	瓵(yi)->瓵(jȉ)
1646(時)	時(dzyi)->時(ʃʱɨ̏)
1647(旹)	旹(dzyi)->旹(ʃʱɨ̏)
1648(塒)	塒(dzyi)->塒(ʃʱɨ̏)
1651(蒔)	蒔(dzyi)->蒔(ʃʱɨ̏)
1652(鰣)	鰣(dzyi)->鰣(ʃʱɨ̏)
1653(疑)	疑(ngi)->疑(jȉ)
1654(嶷)	嶷(ngi)->嶷(jȉ)
1655(觺)	觺(ngi)->觺(jȉ)
1656(思)	思(si)->思(sɨ)
1658(司)	司(si)->司(sɨ)
1659(罳)	罳(si)->罳(sɨ)
1660(伺)	伺(si)->伺(sɨ)
1661(絲)	絲(si)->絲(sɨ)
1661(絲)	糸(si)->糸(sɨ)
1661(絲)	纟(si)->纟(sɨ)
1662(緦)	緦(si)->緦(sɨ)
1664(禗)	禗(si)->禗(sɨ)
1665(覗)	覗(si)->覗(sɨ)
1669(偲)	偲(si)->偲(sɨ)
1673(其)	丌(gi)->丌(kʱȉ)
1673(其)	亓(gi)->亓(kʱȉ)
1673(其)	其(gi)->其(kʱȉ)
1674(期)	期(gi)->期(kʱȉ)
1674(期)	朞(gi)->朞(kʱȉ)
1675(旗)	旗(gi)->旗(kʱȉ)
1676(綦)	綦(gi)->綦(kʱȉ)
1679(萁)	萁(gi)->萁(kʱȉ)
1681(蜝)	蜝(gi)->蜝(kʱȉ)
1682(琪)	琪(gi)->琪(kʱȉ)
1683(麒)	麒(gi)->麒(kʱȉ)
1684(騏)	騏(gi)->騏(kʱȉ)
1685(淇)	淇(gi)->淇(kʱȉ)
1688(藄)	藄(gi)->藄(kʱȉ)
1689(棊)	棊(gi)->棊(kʱȉ)
1689(棊)	棋(gi)->棋(kʱȉ)
1691(碁)	碁(gi)->碁(kʱȉ)
1692(𤪌)	𤪌(gi)->𤪌(kʱȉ)
1693(璂)	璂(gi)->璂(kʱȉ)
1695(蘄)	蘄(gi)->蘄(kʱȉ)
1696(祺)	祺(gi)->祺(kʱȉ)
1696(祺)	禥(gi)->禥(kʱȉ)
1703(詩)	詩(syi)->詩(ʃɨ)
1704(邿)	邿(syi)->邿(ʃɨ)
1709(而)	而(nyi)->而(ɻ̏)
1710(栭)	栭(nyi)->栭(ɻ̏)
1714(陑)	陑(nyi)->陑(ɻ̏)
1715(髵)	髵(nyi)->髵(ɻ̏)
1718(輀)	輀(nyi)->輀(ɻ̏)
1720(胹)	胹(nyi)->胹(ɻ̏)
1723(洏)	洏(nyi)->洏(ɻ̏)
1724(鮞)	鮞(nyi)->鮞(ɻ̏)
1725(耏)	耏(nyi)->耏(ɻ̏)
1729(鴯)	鴯(nyi)->鴯(ɻ̏)
1730(欺)	欺(khi)->欺(kʰji)
1731(娸)	娸(khi)->娸(kʰji)
1735(魌)	魌(khi)->魌(kʰji)
1736(僛)	僛(khi)->僛(kʰji)
1741(姬)	姬(ki)->姬(kji)
1741(姬)	姫(ki)->姫(kji)
1742(朞)	朞(ki)->朞(kji)
1742(朞)	期(ki)->期(kji)
1744(基)	基(ki)->基(kji)
1745(箕)	箕(ki)->箕(kji)
1746(萁)	萁(ki)->萁(kji)
1749(其)	其(ki)->其(kji)
1749(其)	亓(ki)->亓(kji)
1749(其)	丌(ki)->丌(kji)
1750(錤)	錤(ki)->錤(kji)
1751(居)	居(ki)->居(kji)
1752(諆)	諆(ki)->諆(kji)
1753(詞)	詞(zi)->詞(sʱɨ̏)
1754(祠)	祠(zi)->祠(sʱɨ̏)
1755(柌)	柌(zi)->柌(sʱɨ̏)
1756(辭)	辞(zi)->辞(sʱɨ̏)
1756(辭)	辭(zi)->辭(sʱɨ̏)
1757(辤)	辤(zi)->辤(sʱɨ̏)
1760(釐)	釐(li)->釐(ljȉ)
1761(貍)	貍(li)->貍(ljȉ)
1763(氂)	氂(li)->氂(ljȉ)
1763(氂)	犛(li)->犛(ljȉ)
1763(氂)	髦(li)->髦(ljȉ)
1763(氂)	牦(li)->牦(ljȉ)
1764(嫠)	嫠(li)->嫠(ljȉ)
1765(剺)	剺(li)->剺(ljȉ)
1766(梩)	梩(li)->梩(ljȉ)
1767(犛)	犛(li)->犛(ljȉ)
1767(犛)	牦(li)->牦(ljȉ)
1767(犛)	氂(li)->氂(ljȉ)
1767(犛)	髦(li)->髦(ljȉ)
1774(𩭇)	𩭇(li)->𩭇(ljȉ)
1777(斄)	斄(li)->斄(ljȉ)
1780(葘)	葘(tsri)->葘(ʈʂɨ)
1781(甾)	甾(tsri)->甾(ʈʂɨ)
1781(甾)	⿱𡿧田(tsri)->⿱𡿧田(ʈʂɨ)
1783(湽)	湽(tsri)->湽(ʈʂɨ)
1786(輺)	輺(tsri)->輺(ʈʂɨ)
1787(鍿)	鍿(tsri)->鍿(ʈʂɨ)
1788(鶅)	鶅(tsri)->鶅(ʈʂɨ)
1788(鶅)	⿰⿱𡿧田鳥(tsri)->⿰⿱𡿧田鳥(ʈʂɨ)
1789(緇)	緇(tsri)->緇(ʈʂɨ)
1789(緇)	⿰糹⿱𡿧田(tsri)->⿰糹⿱𡿧田(ʈʂɨ)
1790(䊷)	䊷(tsri)->䊷(ʈʂɨ)
1791(椔)	椔(tsri)->椔(ʈʂɨ)
1791(椔)	⿰木⿱𡿧田(tsri)->⿰木⿱𡿧田(ʈʂɨ)
1795(僖)	僖(xi)->僖(hi)
1797(熙)	熙(xi)->熙(hi)
1797(熙)	熈(xi)->熈(hi)
1797(熙)	煕(xi)->煕(hi)
1798(嬉)	嬉(xi)->嬉(hi)
1799(禧)	禧(xi)->禧(hi)
