正韻卷番	韻目	IPA	正韻小韻分隔	正韻字頭	正韻反切	ytenx小韻番	正韻牋字頭(ytenx)	正韻牋反切(ytenx)
5	麻	ʔia	○	鴉	於加切	427	鴉	於加切
5	麻	(ŋ)jiȁ	○	牙	牛加切	428	牙	牛加切
5	麻	ɦwȁ	○	華	胡瓜切	429	華	胡瓜切
5	麻	hwa	○	花	呼瓜切	430	花	呼瓜切
5	麻	khwa	○	誇	枯瓜切	431	誇	枯瓜切
5	麻	kwa	○	瓜	古華切	432	瓜	古華切
5	麻	ʔwa	○	窊	烏瓜切	433	窊	烏瓜切
5	遮	tʃiɛ	十六遮¶¶	遮	之奢切	434	遮	之奢切
5	遮	ʃiɛ	○	奢	詩遮切	435	奢	詩遮切
5	遮	siɛ	○	些	思遮切	436	些	思遮切
5	遮	tʃhiɛ	○	車	昌遮切	437	車	昌遮切
5	遮	tsiɛ	○	嗟	咨邪切	438	嗟	咨邪切
5	遮	sziɛ̏	○	邪	徐嗟切	439	邪	徐嗟切
5	遮	ʃʒiɛ̏	○	蛇	石遮切	440	蛇	石遮切
5	遮	jiɛ̏	○	耶	于遮切	441	耶	于遮切
5	遮	kɦiɛ̏	○	茄	具遮切	442	茄	具遮切
5	遮	tiɛ	○	爹	丁邪切	443	爹	丁邪切
5	遮	hyɛ	○	靴	毁遮切	444	靴	毀遮切
5	遮	kɦyɛ̏	○	瘸	巨靴切	445	瘸	巨靴切
5	陽	jiɑ̏ŋ	十七陽¶¶	陽	移章切	446	陽	移章切
5	陽	fɑŋ	○	芳	敷房切	447	芳	敷房切
5	陽	fvɑ̏ŋ	○	房	符方切	448	房	符方切
5	陽	vɑ̏ŋ	○	亡	無方切	449	亡	無方切
5	陽	siɑŋ	○	襄	息良切	450	襄	息良切
5	陽	tshiɑŋ	○	鏘	千羊切	451	鏘	千羊切
5	陽	tsiɑŋ	○	將	資良切	452	將	資良切
5	陽	sziɑ̏ŋ	○	詳	徐羊切	453	詳	徐羊切
5	陽	tsɦiɑ̏ŋ	○	牆	慈良切	454	牆	慈良切
5	陽	ʃiɑŋ	○	商	尸羊切	455	商	尸羊切
5	陽	tʃhiɑŋ	○	昌	齒良切	456	昌	齒良切
5	陽	tʃiɑŋ	○	章	止良切	457	章	止良切
5	陽	ʃʒiɑ̏ŋ	○	常	陳羊切	458	常	陳羊切
5	陽	ʒiɑ̏ŋ	○	穰	如羊切	459	穰	如羊切
5	陽	niɑ̏ŋ		娘	友良切	460	娘	女良切
5	陽	ʂwɑŋ	○	霜	師莊切	461	霜	師莊切
5	陽	tʂhwɑŋ	○	瘡	初莊切	462	瘡	初莊切
5	陽	tʂwɑŋ	○	莊	側霜切	463	莊	側霜切
5	陽	ʈʂɦwɑ̏ŋ	○	牀	助莊切	464	牀	助莊切
5	陽	tʃɦiɑ̏ŋ	○	長	仲良切	465	長	仲良切
5	陽	liɑ̏ŋ	○	良	龍張切	466	良	龍張切
5	陽	hiɑŋ	○	香	虚良切	467	香	虛良切
5	陽	khiɑŋ	○	羌	驅羊切	468	羌	驅羊切
5	陽	kiɑŋ	○	薑	居良切	469	薑	居良切
5	陽	kɦiɑ̏ŋ	○	彊	渠良切	470	彊	渠良切
5	陽	ʔiɑŋ	○	央	於良切	471	央	於良切
5	陽	wɑ̏ŋ	○	王	于方切	472	王	于方切
5	陽	kɦwɑ̏ŋ	○	狂	渠王切	473	狂	渠王切
5	陽	khwɑŋ	○	匡	曲王切	474	匡	曲王切
5	陽	tɦɑ̏ŋ	○	唐	徒郎切	475	唐	徒郎切
5	陽	tɑŋ	○	當	都郎切	476	當	都郎切
5	陽	thɑŋ	○	湯	他郎切	477	湯	他郎切
5	陽	lɑ̏ŋ	○	郎	魯堂切	478	郎	魯堂切
5	陽	lɑ̏ŋ	○	鋃	NA	478	鋃	NA
5	陽	lɑ̏ŋ	○	瀧	同上切	478	瀧	NA
5	陽	nɑ̏ŋ	○	囊	奴當切	479	囊	奴當切
5	陽	phɑŋ	○	滂	普郎切	480	滂	普郎切
5	陽	pɦɑ̏ŋ	○	旁	蒲光切	481	旁	蒲光切
5	陽	mɑ̏ŋ	○	茫	謨郎切	482	茫	謨郎切
5	陽	mɑ̏ŋ	○	尨	NA	482	尨	NA
5	陽	sɑŋ	○	桑	蘇郎切	483	桑	蘇郎切
5	陽	tshɑŋ	○	倉	千剛切	484	倉	千剛切
5	陽	tsɑŋ	○	臧	兹郎切	485	臧	兹郎切
5	陽	tsɦɑ̏ŋ	○	藏	徂郎切	486	藏	徂郎切
5	陽	khɑŋ	○	康	丘剛切	487	康	丘剛切
5	陽	kɑŋ	○	岡	居郎切	488	岡	居郎切
5	陽	ŋɑ̏ŋ	○	卬	五剛切	489	卬	五剛切
5	陽	ɦɑ̏ŋ	○	杭	胡剛切	490	杭	胡剛切
5	陽	ʔwɑŋ	○	汪	烏光切	491	汪	烏光切
5	陽	hwɑŋ	○	荒	呼光切	492	荒	呼光切
5	陽	kwɑŋ	○	光	姑黄切	493	光	姑黃切
5	陽	ɦwɑ̏ŋ	○	黄	胡光切	494	黃	胡光切
5	陽	pɑŋ	○	邦	博旁切	495	邦	搏旁切
5	陽	ɦiɑ̏ŋ	○	降	胡江切	496	降	胡江切
5	陽	hiɑŋ	○	舡	許江切	497	舡	許江切
6	庚	kəŋ	¶十八庚¶¶	庚	古衡切	498	庚	古衡切
6	庚	khəŋ	○	阬	丘庚切	499	阬	丘庚切
6	庚	mə̏ŋ	○	盲	眉庚切	500	盲	眉庚切
6	庚	həŋ	○	亨	虚庚切	501	亨	虛庚切
6	庚	ɦiə̏ŋ	○	行	何庚切	502	行	何庚切
6	庚	ɦwə̏ŋ	○	橫	胡盲切	503	橫	胡盲切
6	庚	kwəŋ	○	觥	姑横切	504	觥	姑橫切
6	庚	phəŋ	○	烹	普庚切	505	烹	普庚切
6	庚	pɦə̏ŋ	○	彭	蒲庚切	506	彭	蒲庚切
6	庚	tʂhəŋ	○	崢	抽庚切	507	崢	抽庚切
6	庚	ʈʂɦə̏ŋ	○	棖	除庚切	508	棖	除庚切
6	庚	piŋ	○	兵	補明切	509	兵	補明切
6	庚	pɦȉŋ	○	平	蒲明切	510	平	蒲明切
6	庚	mȉŋ	○	明	眉兵切	511	明	眉兵切
6	庚	ʂəŋ	○	生	師庚切	512	生	師庚切
6	庚	kiŋ	○	京	居卿切	513	京	居卿切
6	庚	kiŋ	○	經	堅丁切	513_no_siewx_ghiunh_separator	經	堅丁切
6	庚	khiŋ	○	卿	丘京切	514	卿	丘京切
6	庚	kɦȉŋ	○	勍	渠京切	515	勍	渠京切
6	庚	ʔiŋ	○	英	於京切	516	英	於京切
6	庚	jyuə̏ŋ	○	榮	于平切	517	榮	于平切
6	庚	ʈʂɦə̏ŋ	○	傖	士耕切	518	傖	士耕切
6	庚	hyuəŋ	○	兄	呼榮切	519	兄	呼榮切
6	庚	hwəŋ	○	鍧	呼宏切	520	鍧	呼宏切
6	庚	tʂəŋ	○	爭	甾耕切	521	爭	甾耕切
6	庚	nə̏ŋ	○	能	奴登切	522	能	奴登切
6	庚	nȉŋ		寧	奴經切	523	寧	奴經切
6	庚	pəŋ	○	絣	𥙷耕切	524	絣	補耕切
6	庚	phəŋ	○	娉	彼耕切	525	娉	彼耕切
6	庚	tshiŋ	○	清	七情切	526	清	七情切
6	庚	tsiŋ	○	精	子盈切	527	精	子盈切
6	庚	szȉŋ	○	餳	徐盈切	528	餳	徐盈切
6	庚	tsɦȉŋ	○	情	慈盈切	529	情	慈盈切
6	庚	syuəŋ	○	觪	思營切	530	觪	思營切
6	庚	ʃiŋ	○	聲	書征切	531	聲	書征切
6	庚	tʃiŋ	○	征	諸成切	532	征	諸成切
6	庚	tʃɦȉŋ	○	成	時征切	533	成	時征切
6	庚	tʃɦȉŋ	○	澄	NA	533	澄	NA
6	庚	tʃhiŋ	○	檉	丑成切	534	檉	丑成切
6	庚	lȉŋ	○	令	離呈切	535	令	離呈切
6	庚	jȉŋ	○	盈	餘輕切	536	盈	餘輕切
6	庚	ɦȉŋ		形	奚經切	537	形	奚經切
6	庚	khyuəŋ	○	傾	窺營切	538	傾	窺營切
6	庚	kɦyuə̏ŋ	○	瓊	渠營切	539	瓊	渠營切
6	庚	kɦyuə̏ŋ	○	嬛	NA	539	嬛	NA
6	庚	siŋ	○	星	先青切	540	星	先青切
6	庚	tiŋ		丁	當經切	541	丁	當經切
6	庚	thiŋ	○	聽	他經切	542	聽	他經切
6	庚	tɦȉŋ	○	庭	唐丁切	543	庭	唐丁切
6	庚	hiŋ		馨	醯經切	544	馨	醯經切
6	庚	kyuəŋ	○	扃	涓熒切	545	扃	涓熒切
6	庚	ʃʒȉŋ	○	繩	神陵切	546	繩	神陵切
6	庚	ʒȉŋ	○	仍	如陵切	547	仍	如陵切
6	庚	ŋȉŋ	○	凝	魚陵切	548	凝	魚陵切
6	庚	hiŋ		興	虚陵切	549	興	虛陵切
6	庚	təŋ		登	都騰切	550	登	都騰切
6	庚	tɦə̏ŋ	○	騰	徒登切	551	騰	徒登切
6	庚	lə̏ŋ		棱	盧登切	552	棱	盧登切
6	庚	səŋ	○	僧	思登切	553	僧	思登切
6	庚	tsəŋ	○	増	咨登切	554	增	咨登切
6	庚	tsɦȉŋ	○	繒	慈陵切	555	繒	慈稜切
6	庚	tsɦə̏ŋ	○	層	木登切	556	層	徂登切
6	庚	ɦə̏ŋ	○	𢫮	居登切	557	𢫮	胡登切
6	庚	khwəŋ		鞃	丘肱切	558	鞃	丘肱切
6	庚	ʔwəŋ	○	泓	烏宏切	559	泓	烏宏切
6	尤	jiȍw	十九尤¶¶	尤	于求切	560	尤	于求切
6	尤	tʃhiow	○	抽	丑鳩切	561	抽	丑鳩切
6	尤	tʂhow	○	搊	楚蒐切	562	搊	楚蒐切
6	尤	hiow	○	休	虚尤切	563	休	虛尤切
6	尤	khiow	○	丘	驅尤切	564	丘	驅尤切
6	尤	kiow	○	鳩	居尤切	565	鳩	居尤切
6	尤	kɦiȍw	○	求	渠尤切	566	求	渠尤切
6	尤	ʔiow	○	憂	於尤切	567	憂	於尤切
6	尤	tʃiow		周	職流切	568	周	職流切
6	尤	tʃɦiȍw	○	儔	除留切	569	儔	除留切
6	尤	liȍw	○	留	力求切	570	留	力求切
6	尤	siow	○	脩	思留切	571	脩	思留切
6	尤	tshiow	○	秋	此由切	572	秋	此由切
6	尤	tsiow	○	啾	即由切	573	啾	即由切
6	尤	tsɦiȍw	○	酋	慈秋切	574	酋	慈秋切
6	尤	ʃiow	○	收	尸周切	575	收	尸周切
6	尤	ʒiȍw		柔	而由切	576	柔	而由切
6	尤	ʂow	○	搜	疏鳩切	577	搜	疏鳩切
6	尤	tʂow	○	鄒	側鳩切	578	鄒	側鳩切
6	尤	fvȍw	○	浮	房鳩切	579	浮	房鳩切
6	尤	piow	○	彪	補尤切	580	彪	補尤切
6	尤	pɦiȍw		滮	皮休切	581	滮	皮休切
6	尤	ʈʂɦȍw	○	愁	鋤尤切	582	愁	鋤尤切
6	尤	miȍw	○	繆	莫彪切	583	繆	莫彪切
6	尤	phiow	○	秠	四尤切	584	秠	匹尤切
6	尤	ɦȍw	○	侯	胡鉤切	585	侯	胡鉤切
6	尤	ʔow	○	謳	鳥侯切	586	謳	烏侯切
6	尤	khow	○	彄	驅侯切	587	彄	驅侯切
6	尤	ŋȍw	○	腢	魚侯切	588	腢	魚侯切
6	尤	kow	○	鉤	居侯切	589	鉤	居侯切
6	尤	pɦȍw	○	裒	蒲侯切	590	裒	蒲侯切
6	尤	mȍw	○	謀	莫侯切	591	謀	莫侯切
6	尤	sow	○	漱	先侯切	592	漱	先侯切
6	尤	tsow	○	鯫	將侯切	593	鯫	將侯切
6	尤	tow	○	兜	當侯切	594	兜	當侯切
6	尤	thow	○	偸	他侯切	595	偸	他侯切
6	尤	tɦȍw	○	頭	徒侯切	596	頭	徒侯切
6	尤	lȍw	○	樓	盧侯切	597	樓	盧侯切
6	尤	nȍw		䨲	奴侯切	598	䨲	奴侯切
6	侵	tshim	二十侵¶¶	侵	七林切	599	侵	七林切
6	侵	szȉm	○	尋	徐心切	600	尋	徐心切
6	侵	ʃim	○	深	式針切	601	深	式針切
6	侵	tʃim	○	斟	諸深切	602	斟	諸深切
6	侵	ʃʒȉm	○	諶	時壬切	603	諶	時壬切
6	侵	ʒȉm	○	壬	如深切	604	壬	如深切
6	侵	ʂəm	○	森	疏簪切	605	森	疏簪切
6	侵	tʂəm	○	簪	緇深切	606	簪	緇深切
6	侵	ʈʂɦə̏m	○	岑	鋤簪切	607	岑	鋤簪切
6	侵	tʃhim	○	琛	丑森切	608	琛	丑森切
6	侵	tʃɦȉm	○	沈	持林切	609	沈	持森切
6	侵	lȉm	○	林	犁沉切	610	林	犁沈切
6	侵	jȉm	○	淫	夷斟切	611	淫	夷斟切
6	侵	sim	○	心	思林切	612	心	思林切
6	侵	ʔim	○	音	於禽切	613	音	於禽切
6	侵	ŋȉm	○	吟	魚音切	614	吟	魚音切
6	侵	him	○	歆	虛金切	615	歆	虛金切
6	侵	khim	○	欽	驅音切	616	欽	驅音切
6	侵	kim	○	今	居吟切	617	今	居吟切
6	侵	kɦȉm	○	琴	渠金切	618	琴	渠金切
6	侵	nȉm	○	南	乃林切	619	南	乃林切
6	覃	tɦȁm	二十一覃¶¶	覃	徒含切	620	覃	徒含切
6	覃	tham	○	貪	他含切	621	貪	他含切
6	覃	tam	○	耽	都含切	622	耽	都含切
6	覃	lȁm	○	婪	盧含切	623	婪	盧含切
6	覃	nȁm	○	南	那含切	624	南	那含切
6	覃	sam	○	毿	蘇含切	625	毿	蘇含切
6	覃	tsham	○	參	倉含切	626	參	倉含切
6	覃	tsam	○	簪	祖含切	627	籫	祖含切
6	覃	tsɦȁm	○	𧖟	徂含切	628	蠶	徂含切
6	覃	kham	○	堪	苦含切	629	堪	苦含切
6	覃	ɦȁm	○	含	胡南切	630	含	胡南切
6	覃	ʔam	○	諳	烏含切	631	諳	烏含切
6	覃	tɦȁm	○	談	徒監切	632	談	徒監切
6	覃	tam	○	儋	都監切	633	儋	都監切
6	覃	lȁm	○	藍	盧監切	634	藍	盧監切
6	覃	sam	○	三	蘇監切	635	三	蘇監切
6	覃	kam	○	甘	沽三切	636	甘	沽三切
6	覃	ɦȁm	○	酣	胡甘切	637	酣	胡甘切
6	覃	ɦiȁm	○	咸	胡嵒切	638	咸	胡嵒切
6	覃	(ŋ)jiȁm	○	嵒	魚咸切	639	嵒	魚咸切
6	覃	ʂam	○	攕	所含切	640	攕	所含切
6	覃	ʈʂɦȁm	○	讒	鉏咸切	641	讒	鉏咸切
6	覃	kiam	○	監	古銜切	642	監	古銜切
6	覃	khiam	○	嵌	丘銜切	643	嵌	丘銜切
6	覃	ʂam		衫	師銜切	644	衫	師銜切
6	覃	tʂham	○	欃	初銜切	645	欃	初銜切
6	覃	fvȁm	○	凡	符咸切	646	凡	符咸切
6	鹽	jiɛ̏m	二十二鹽¶¶	鹽	移廉切	647	鹽	移廉切
6	鹽	siɛm	○	銛	思廉切	648	銛	思廉切
6	鹽	tshiɛm	○	僉	千廉切	649	僉	千廉切
6	鹽	tsiɛm	○	尖	將廉切	650	尖	將廉切
6	鹽	sziɛ̏m	○	爓	徐廉切	651	爓	徐廉切
6	鹽	tsɦiɛ̏m	○	濳	照鹽切	652	濳	慈鹽切
6	鹽	ʃiɛm	○	苫	詩廉切	653	苫	詩廉切
6	鹽	tʃhiɛm	○	襜	蚩占切	654	襜	蚩占切
6	鹽	tʃiɛm	○	詹	之廉切	655	詹	之廉切
6	鹽	ʃʒiɛ̏m	○	蟾	時占切	656	蟾	時占切
6	鹽	ʒiɛ̏m	○	髥	而占切	657	髥	而占切
6	鹽	liɛ̏m	○	廉	力鹽切	658	廉	力鹽切
6	鹽	ʔiɛm	○	淹	衣炎切	659	淹	衣炎切
6	鹽	ŋiɛ̏m	○	噞	牛廉切	660	噞	牛廉切
6	鹽	niɛ̏m	○	黏	尼占切	661	黏	尼占切
6	鹽	kɦiɛ̏m	○	箝	其廉切	662	箝	其廉切
6	鹽	piɛm	○	砭	悲廉切	663	砭	悲廉切
6	鹽	thiɛm	○	添	他兼切	664	添	他兼切
6	鹽	tɦiɛ̏m	○	甜	徒兼切	665	甜	徒兼切
6	鹽	khiɛm	○	謙	苦兼切	666	謙	苦兼切
6	鹽	kiɛm	○	兼	古嫌切	667	兼	古嫌切
6	鹽	ɦiɛ̏m	○	嫌	胡兼切	668	嫌	胡兼切
6	鹽	hiɛm	○	杴	虚嚴切	669	杴	虛嚴切
7	董	tûŋ	上聲¶¶一董¶¶	董	多動切	670	董	多動切
7	董	thûŋ	○	統	他總切	671	統	他總切
7	董	dǔŋ'	○	動	徒摠切	672	動	徒總切
7	董	lûŋ	○	曨	力董切	673	曨	力董切
7	董	pûŋ	○	琫	邊孔切	674	琫	邊孔切
7	董	mûŋ	○	蠓	母摠切	675	蠓	母總切
7	董	tsûŋ	○	總	作孔切	676	總	作孔切
7	董	ɦǔŋ'	○	澒	胡孔切	677	澒	胡孔切
7	董	khûŋ	○	孔	康董切	678	孔	康董切
7	董	khyûŋ	○	恐	丘隴切	679	恐	丘隴切
7	董	ʔûŋ	○	蓊	烏孔切	680	蓊	烏孔切
7	董	fûŋ	○	捧	方孔切	681	捧	方孔切
7	董	tʃyûŋ	○	腫	知隴切	682	腫	知隴切
7	董	tʃyûŋ	○	踵	NA	682	踵	NA
7	董	dʒyǔŋ'	○	重	直隴切	683	重	直隴切
7	董	ʒyûŋ	○	宂	而隴切	684	宂	而隴切
7	董	syûŋ	○	竦	息勇切	685	竦	息勇切
7	董	tʃhyûŋ	○	寵	丑勇切	686	寵	丑勇切
7	董	jyûŋ	○	勇	尹竦切	687	勇	尹竦切
7	董	hyûŋ	○	兇	許拱切	688	兇	許拱切
7	董	kyûŋ	○	拱	居竦切	689	拱	居竦切
7	董	nûŋ		癑	乃湩切	690	癑	乃湩切
7	董	tsyûŋ	○	慫	即勇切	691	慫	即勇切
7	紙	tʃiɨ̂	二紙¶¶	紙	諸氏切	692	紙	諸氏切
7	紙	tʃiɨ̂	○	咫	NA	692	咫	NA
7	紙	dʒǐ'	○	豸	丈几切	693	豸	丈几切
7	紙	tʃhiɨ̂	○	齒	昌止切	694	齒	昌止切
7	紙	tʃhî	○	侈	尺里切	695	侈	尺里切
7	紙	tshɨ̂	○	此	雌氏切	696	此	雌氏切
7	紙	tsɨ̂	○	子	祖似切	697	子	祖似切
7	紙	ʃiɨ̂	○	始	詩止切	698	始	詩止切
7	紙	ʂiɨ̂	○	史	師止切	699	史	師止切
7	紙	ʂʐiɨ̌'	○	市	上𥿄切	700	市	士紙切
7	紙	ʃʒiɨ̌'	○	視	善指切	701	視	善指切
7	紙	jî	○	以	養里切	702	以	養里切
7	紙	ʔî	○	倚	隱綺切	703	倚	隱綺切
7	紙	ɻ̂	○	耳	忍止切	704	耳	忍止切
7	紙	pî	○	彼	𥙷委切	705	彼	補委切
7	紙	pî	○	卑	NA	705	卑	NA
7	紙	phî	○	庀	普弭切	706	庀	普弭切
7	紙	bǐ'	○	陛	部比切	707	陛	部比切
7	紙	bǐ'	○	被	部靡切	708	被	部靡切
7	紙	gǐ'	○	技	巨綺切	709	技	巨綺切
7	紙	szɨ̌'	○	似	詳子切	710	似	詳子切
7	紙	sɨ̂	○	死	想姊切	711	死	想姊切
7	紙	hî	○	喜	許里切	712	喜	許里切
7	紙	ʃyûi	○	水	式軌切	713	水	式軌切
7	紙	fî	○	斐	敷尾切	714	斐	敷尾切
7	紙	vî	○	尾	無匪切	715	尾	無匪切
7	薺	dziɪ̌i'	三薺¶¶	薺	在禮切	716	薺	在禮切
7	薺	tsiɪ̂i	○	濟	子禮切	717	濟	子禮切
7	薺	sî	○	徙	想里切	718	徙	想里切
7	薺	tiɪ̂i	○	邸	典禮切	719	邸	典禮切
7	薺	diɪ̌i'	○	弟	待禮切	720	弟	待禮切
7	薺	tshiɪ̂i	○	泚	此禮切	721	泚	此禮切
7	薺	lî	○	里	良以切	722	里	良以切
7	薺	thiɪ̂i	○	體	他禮切	723	體	他禮切
7	薺	nî	○	伱	乃里切	724	伱	乃里切
7	薺	ɦiɪ̌i'	○	徯	戸禮切	725	徯	戶禮切
7	薺	kî	○	己	居里切	726	己	居里切
7	薺	khî	○	起	墟里切	727	起	墟里切
7	薺	khiɪ̂i	○	啓	祛禮切	728	啟	祛禮切
7	薺	miɪ̂i	○	米	莫禮切	729	米	莫禮切
7	語	ŋŷ	四語¶¶	語	偶許切	730	語	偶許切
7	語	jŷ		與	弋渚切	731	與	於語切
7	語	ʔŷ	○	傴	於語切	ytenx_digitalization_error_731_732	傴	於語切
7	語	hŷ	○	許	虚呂切	732	許	虛呂切
7	語	kŷ	○	舉	居許切	733	舉	居許切
7	語	khŷ	○	去	丘舉切	734	去	丘舉切
7	語	gy̌'	○	巨	臼許切	735	巨	臼許切
7	語	tsŷ	○	沮	再吕切	736	沮	再呂切
7	語	ʃʒy̌'		墅	承與切	737	墅	承與切
7	語	ʃŷ	○	暑	賞吕切	738	暑	賞呂切
7	語	ʃʒy̌'	○	豎	仁庾切	739	豎	上庾切
7	語	tʃŷ	○	主	腫庾切	740	主	腫庾切
7	語	tʃhŷ	○	杵	敞呂切	741	杵	敞呂切
7	語	dʒy̌'	○	柱	直呂切	742	柱	直呂切
7	語	lŷ	○	呂	兩與切	743	呂	兩舉切
7	語	ʒŷ	○	汝	忍與切	744	汝	忍與切
7	語	tshŷ	○	取	此主切	745	取	此主切
7	語	dzy̌'	○	聚	慈庾切	746	聚	慈庾切
7	語	nŷ	○	女	尼呂切	747	女	尼呂切
7	語	szy̌'	○	敘	象呂切	748	敘	象呂切
7	語	sŷ	○	胥	私呂切	749	胥	私呂切
8	姥	mû	¶五姥¶¶	姥	莫補切	750	姥	莫補切
8	姥	phû	○	普	滂五切	751	普	滂五切
8	姥	pû	○	補	博古切	752	補	博古切
8	姥	bǔ'		簿	裴古切	753	簿	裴古切
8	姥	tsû	○	祖	摠五切	754	祖	總五切
8	姥	tshû	○	粗	坐五切	755	粗	坐五切
8	姥	tû	○	覩	董五切	756	覩	董五切
8	姥	thû	○	土	他魯切	757	土	他魯切
8	姥	dǔ'	○	杜	徒古切	758	杜	徒古切
8	姥	lû	○	魯	郎古切	759	魯	郎古切
8	姥	nû	○	弩	奴古切	760	弩	奴古切
8	姥	hû	○	虎	火五切	761	虎	火五切
8	姥	khû	○	苦	孔五切	762	苦	孔五切
8	姥	kû	○	古	公土切	763	古	公土切
8	姥	ɦǔ'	○	戸	侯古切	764	戸	侯古切
8	姥	ʔû	○	塢	安古切	765	塢	安古切
8	姥	ŋû	○	五	阮古切	766	五	阮古切
8	姥	ʂû	○	所	疎五切	767	所	踈五切
8	姥	tʂû	○	阻	壯所切	768	阻	壯所切
8	姥	tʂhû	○	楚	創祖切	769	楚	創阻切
8	姥	fû	○	撫	斐古切	770	撫	斐古切
8	姥	fvǔ'	○	輔	扶古切	771	輔	扶古切
8	姥	vû	○	武	罔古切	772	武	罔古切
8	姥	ʂû	○	數	所武切	773	數	所武切
8	解	kiâi	六解¶¶	解	佳買切	774	解	佳買切
8	解	ɦiǎi'	○	蟹	胡買切	775	蟹	胡買切
8	解	pâi	○	罷	補買切	776	罷	補買切
8	解	ʂâi	○	灑	所蟹切	777	灑	所蟹切
8	解	ɖʐǎi'	○	廌	鉏買切	778	廌	鉏買切
8	解	tʂhâi	○	跐	初買切	779	跐	初買切
8	解	mâi	○	買	莫蟹切	780	買	莫蟹切
8	解	ɦwǎi'	○	夥	胡買切	781	夥	胡買切
8	解	kwâi	○	柺	古買切	782	柺	古買切
8	解	ɦiǎi'	○	駭	下楷切	783	駭	下楷切
8	解	khiâi	○	鍇	口駭切	784	鍇	口駭切
8	解	(ŋ)jiâi	○	騃	語駭切	785	騃	語駭切
8	解	ʔâi	○	矮	鴉蟹切	786	矮	鴉蟹切
8	解	hâi	○	海	呼改切	787	海	呼改切
8	解	khâi	○	愷	可亥切	788	愷	可亥切
8	解	kâi	○	改	居亥切	789	改	居亥切
8	解	ɦǎi'	○	亥	胡改切	790	亥	胡改切
8	解	ʔâi	○	靉	依亥切	791	靉	依亥切
8	解	tshâi	○	采	此宰切	792	采	此宰切
8	解	tsâi	○	宰	子亥切	793	宰	子亥切
8	解	dzǎi'	○	在	盡亥切	794	在	盡亥切
8	解	tshâi	○	茝	昌亥切	795	茝	昌亥切
8	解	dǎi'	○	待	蕩亥切	796	待	蕩亥切
8	解	nâi	○	乃	曩亥切	797	乃	囊亥切
8	賄	ɦǔi'	七賄¶¶	賄	乎罪切	798	賄	乎罪切
8	賄	ʔûi	○	猥	烏賄切	799	猥	烏賄切
8	賄	ŋûi	○	隗	五罪切	800	隗	五罪切
8	賄	bǔi'	○	琲	部浼切	801	琲	部浼切
8	賄	mûi	○	美	莫賄切	802	美	莫賄切
8	賄	tshûi	○	漼	取猥切	803	漼	取猥切
8	賄	dzǔi'	○	辠	徂賄切	804	辠	徂賄切
8	賄	dǔi'	○	鐓	杜罪切	805	鐓	杜罪切
8	賄	lûi	○	壘	魯猥切	806	壘	魯猥切
8	賄	khûi	○	魁	苦猥切	807	魁	苦猥切
8	賄	nûi	○	餧	努罪切	808	餧	弩罪切
8	賄	tʂhûi	○	揣	楚委切	809	揣	楚委切
8	賄	tʃûi	○	捶	主蘂切	810	捶	主蘂切
8	賄	ʒûi	○	繠	如累切	811	繠	如累切
8	賄	sûi	○	髓	息委切	812	髓	息委切
8	賄	bǔi'	○	岯	部癸切	813	岯	部癸切
8	賄	tsûi	○	觜	即委切	814	觜	即委切
8	賄	tshûi	○	趡	千水切	815	趡	千水切
8	賄	khûi	○	跬	犬蘂切	816	跬	犬蘂切
8	賄	ʃûi	○	水	式軌切	817	水	式軌切
8	賄	hûi	○	毁	虎委切	818	毀	虎委切
8	賄	hûi		虫	許偉切	818_no_siewx_ghiunh_separator	虫	NA
8	賄	kûi	○	詭	古委切	819	詭	古委切
8	賄	gûi	○	跪	渠委切	819_no_siewx_ghiunh_separator	跪	渠委切
8	軫	tʃîn	八軫¶¶	軫	止忍切	820	軫	止忍切
8	軫	ʃʒǐn'	○	蜃	時軫切	821	蜃	時軫切
8	軫	ʒîn	○	忍	爾軫切	822	忍	爾軫切
8	軫	ʃîn	○	哂	矢忍切	823	哂	矢忍切
8	軫	bǐn'	○	牝	婢忍切	824	牝	婢忍切
8	軫	dzǐn'	○	盡	慈忍切	825	盡	慈忍切
8	軫	jîn	○	引	以忍切	826	引	以忍切
8	軫	lîn	○	嶙	良忍切	827	嶙	良忍切
8	軫	tsîn	○	盡	即忍切	828	盡	即忍切
8	軫	tʃhîn	○	辴	丑忍切	829	囅	丑忍切
8	軫	dʒǐn'	○	紖	直忍切	830	紖	直忍切
8	軫	mîn	○	泯	弭盡切	831	泯	弭盡切
8	軫	kîn	○	緊	居忍切	832	緊	居忍切
8	軫	gyǔn'	○	窘	巨隕切	833	窘	巨隕切
8	軫	khyûn		稛	苦隕切	834	稛	苦隕切
8	軫	tʃyûn	○	準	之允切	835	準	之允切
8	軫	tʃhyûn	○	蠢	尺允切	836	蠢	尺允切
8	軫	ʒyûn	○	盾	乳允切	837	盾	乳允切
8	軫	syûn	○	筍	聳允切	838	筍	聳允切
8	軫	jyûn	○	隕	羽敏切	839	隕	羽敏切
8	軫	vûn	○	吻	武粉切	840	吻	武粉切
8	軫	fvǔn'	○	憤	房吻切	841	憤	房吻切
8	軫	fvǔn'	○	扮	NA	841	扮	NA
8	軫	fûn	○	粉	府吻切	842	粉	府吻切
8	軫	ʔyûn		蘊	委粉切	843	蘊	委粉切
8	軫	kyûn	○	攟	舉藴切	844	攟	舉蘊切
