正韻卷番	韻目	IPA	正韻小韻分隔	正韻字頭	正韻反切	ytenx小韻番	正韻牋字頭(ytenx)	正韻牋反切(ytenx)
8	軫	ʔîn	○	隱	於謹切	845	隱	於謹切
8	軫	hîn	○	䘆	許謹切	846	䘆	許謹切
8	軫	tʂhə̂n	○	齔	初謹切	847	齔	初謹切
8	軫	gǐn'	○	近	巨謹切	848	近	巨謹切
8	軫	ŋîn	○	听	語謹切	849	听	語謹切
8	軫	ɦǔn'	○	混	湖本切	850	混	胡本切
8	軫	khûn	○	梱	苦本切	851	梱	苦本切
8	軫	kûn	○	袞	古本切	852	袞	古本切
8	軫	ʔûn	○	穩	烏本切	853	穩	烏本切
8	軫	pûn	○	本	布袞切	854	本	布袞切
8	軫	bûn	○	𣄏	部本切	854_no_siewx_ghiunh_separator	𣄏	部本切
8	軫	mûn	○	懣	母本切	855	懣	母本切
8	軫	sûn	○	損	蘇本切	856	損	蘇本切
8	軫	tshûn	○	忖	趨本切	857	忖	趨本切
8	軫	tsûn	○	撙	祖本切	858	撙	祖本切
8	軫	dzǔn'	○	鱒	徂本切	859	鱒	徂本切
8	軫	dǔn'	○	盾	徒本切	860	盾	徒本切
8	軫	ɦə̌n'	○	很	下懇切	861	很	下懇切
8	軫	khə̂n	○	懇	口很切	862	懇	口很切
8	軫	ŋə̂n	○	眼	魚懇切	863	眼	魚墾切
8	軫	pîn	○	稟	必敏切	864	稟	必敏切
8	軫	phîn	○	品	丕敏切	865	品	丕敏切
8	旱	ɦɔ̌n'	九旱¶¶	旱	侯罕切	866	旱	侯罕切
8	旱	hɔ̂n	○	罕	許旱切	867	罕	許旱切
8	旱	khɔ̂n	○	侃	空旱切	868	侃	空旱切
8	旱	kɔ̂n	○	稈	古旱切	869	稈	古旱切
8	旱	ɦwɔ̌n'		緩	胡管切	870	緩	胡管切
8	旱	ʔwɔ̂n	○	盌	烏管切	871	盌	烏管切
8	旱	khwɔ̂n	○	款	苦管切	872	款	苦管切
8	旱	kwɔ̂n	○	管	古緩切	873	管	古緩切
8	旱	mwɔ̂n	○	滿	莫旱切	874	滿	莫旱切
8	旱	bwɔ̌n'	○	伴	蒲滿切	875	伴	蒲滿切
8	旱	swɔ̂n	○	算	損管切	876	算	損管切
8	旱	tswɔ̂n	○	纂	作管切	877	纂	作管切
8	旱	twɔ̂n	○	短	都管切	878	短	都管切
8	旱	thwɔ̂n	○	疃	土緩切	879	疃	土緩切
8	旱	dwɔ̌n'	○	斷	徒管切	880	斷	徒管切
8	旱	lwɔ̂n	○	卵	魯管切	881	卵	魯管切
8	旱	nwɔ̂n	○	煖	乃管切	882	煖	乃管切
8	產	tʂhân	十產¶¶	產	楚簡切	883	產	楚簡切
8	產	ʂwân	○	潸	數版切	884	潸	數版切
8	產	ɖʐǎn'	○	撰	雛產切	885	撰	雛產切
8	產	ɖʐǎn'	○	籑	NA	885	籑	NA
8	產	nân	○	赧	乃版切	886	赧	乃版切
8	產	ɦiǎn'	○	限	下簡切	887	限	下簡切
8	產	ʔiân	○	綰	烏版切	888	綰	烏版切
8	產	pân	○	版	補綰切	889	版	補綰切
8	產	fân	○	返	甫版切	890	返	甫版切
8	產	vân	○	晚	武綰切	891	晚	武綰切
8	產	tsân	○	醆	阻限切	892	醆	祖產切
8	產	dzǎn'	○	棧	徂限切	893	棧	徂限切
8	產	kiân	○	簡	古限切	894	簡	古限切
8	產	(ŋ)jiân	○	眼	五限切	895	眼	五限切
8	產	dzǎn'	○	瓚	在簡切	896	瓚	在簡切
8	產	tsân		儧	積產切	897	儹	積產切
8	產	tân		亶	多簡切	898	亶	多簡切
8	產	thân	○	坦	他但切	ytenx_digitalization_error_898_899	坦	他但切
8	產	dǎn'	○	但	徒亶切	899	但	徒亶切
8	產	lân	○	嬾	魯簡切	900	嬾	魯簡切
8	產	sân	○	散	薛簡切	901	散	蘇簡切
8	產	ʂân	○	汕	所簡切	902	汕	所簡切
8	產	mân	○	矕	母板切	903	矕	母板切
8	產	phân		眅	普板切	904	眅	普板切
8	銑	siɛ̂n	十一銑¶¶	銑	蘇典切	905	銑	蘇典切
8	銑	piɛ̂n	○	扁	𥙷典切	906	扁	補典切
8	銑	biɛ̌n'	○	辮	婢免切	907	辮	婢免切
8	銑	miɛ̂n	○	免	美辯切	908	免	美辨切
8	銑	tiɛ̂n	○	典	多殄切	909	典	多殄切
8	銑	thiɛ̂n	○	腆	他典切	910	腆	他典切
8	銑	diɛ̌n'	○	殄	徒典切	911	殄	徒典切
8	銑	niɛ̂n	○	撚	乃殄切	912	撚	乃殄切
8	銑	hiɛ̂n	○	顯	呼典切	913	顯	呼典切
8	銑	kiɛ̂n	○	繭	吉典切	914	繭	吉典切
8	銑	ɦiɛ̌n'	○	峴	胡典切	915	峴	胡典切
8	銑	khyuɛ̂n	○	犬	苦泫切	916	犬	苦泫切
8	銑	kyuɛ̂n	○	畎	古泫切	917	畎	古泫切
8	銑	ɦyuɛ̌n'	○	泫	胡犬切	918	泫	胡犬切
8	銑	tshiɛ̂n	○	淺	七演切	919	淺	七演切
8	銑	tsiɛ̂n	○	翦	子踐切	920	翦	子演切
8	銑	dziɛ̌n'	○	踐	慈演切	921	踐	慈演切
8	銑	syuɛ̂n	○	選	須兗切	922	選	須兗切
8	銑	dzyuɛ̌n'	○	雋	徂兗切	923	雋	徂兗切
8	銑	tʃhiɛ̂n	○	闡	齒善切	924	闡	齒善切
8	銑	ʃʒiɛ̌n'	○	善	上演切	925	善	上演切
8	銑	tʃhyuɛ̂n	○	舛	尺兗切	926	舛	尺兗切
8	銑	tʃyuɛ̂n	○	剸	止兗切	927	剸	止兗切
8	銑	ʒyuɛ̂n	○	輭	乳兗切	928	輭	乳兗切
8	銑	ɖʐwǎn'	○	撰	雛免切	929	撰	雛兗切
8	銑	tʃiɛ̂n	○	展	之輦切	930	展	之輦切
8	銑	liɛ̂n	○	輦	力展切	931	輦	力展切
8	銑	jiɛ̂n	○	衍	以淺切	932	衍	以淺切
8	銑	niɛ̂n	○	輾	尼展切	933	輾	尼展切
8	銑	ŋiɛ̂n	○	巘	語蹇切	934	巘	語蹇切
8	銑	dʒyuɛ̌n'	○	篆	柱兗切	935	篆	柱兗切
8	銑	lyuɛ̂n	○	臠	盧轉切	936	臠	盧轉切
8	銑	khiɛ̂n	○	遣	驅演切	937	遣	驅演切
8	銑	kiɛ̂n	○	蹇	九輦切	938	蹇	九輦切
8	銑	giɛ̌n'	○	鍵	巨展切	939	鍵	巨展切
8	銑	gyuɛ̌n'	○	圈	巨卷切	940	圈	巨卷切
8	銑	kyuɛ̂n	○	卷	古轉切	941	卷	古轉切
8	銑	(ŋ)jyuɛ̂n	○	阮	五逺切	942	阮	五遠切
8	銑	ʔyuɛ̂n	○	宛	於阮切	943	宛	於阮切
8	銑	ʔyuɛ̂n	○	惌	NA	943	惌	NA
8	銑	hyuɛ̂n	○	𣉖	况逺切	944	𣉖	況遠切
8	銑	ʔiɛ̂n	○	偃	於幰切	945	偃	於幰切
9	篠	siɛ̂w	十二篠¶¶	篠	先了切	946	篠	先了切
9	篠	tsiɛ̂w	○	湫	子了切	947	湫	子了切
9	篠	niɛ̂w	○	鳥	尼了切	948	鳥	尼了切
9	篠	thiɛ̂w	○	挑	土了切	949	挑	土了切
9	篠	liɛ̂w	○	了	盧皎切	950	了	盧皎切
9	篠	diɛ̌w'	○	窕	徒了切	951	窕	徒了切
9	篠	ʔiɛ̂w	○	杳	伊鳥切	952	杳	伊鳥切
9	篠	kiɛ̂w	○	皎	吉了切	953	皎	吉了切
9	篠	tʃiɛ̂w	○	沼	止少切	954	沼	止少切
9	篠	giɛ̌w'	○	糾	其紹切	955	糾	其紹切
9	篠	ʃʒiɛ̌w'	○	紹	市召切	956	紹	市沼切
9	篠	ʒiɛ̂w	○	擾	爾紹切	957	擾	爾紹切
9	篠	dʒiɛ̌w'	○	趙	直巧切	958	趙	直紹切
9	篠	tshiɛ̂w	○	悄	七小切	959	悄	七小切
9	篠	ʃiɛ̂w	○	少	治紹切	960	少	始紹切
9	篠	hiɛ̂w	○	曉	馨杳切	961	曉	馨杳切
9	篠	piɛ̂w	○	表	彼小切	962	表	彼小切
9	篠	phiɛ̂w		縹	普沼切	963	縹	普沼切
9	篠	biɛ̌w'		摽	婢小切	964	摽	婢小切
9	篠	miɛ̂w	○	眇	弭沼切	965	眇	弭沼切
9	巧	khiâw	十三巧¶¶	巧	苦絞切	966	巧	苦絞切
9	巧	kiâw	○	佼	古巧切	967	佼	古巧切
9	巧	pâw	○	飽	博巧切	968	飽	博巧切
9	巧	bǎw'	○	鮑	部巧切	969	鮑	部巧切
9	巧	mâw	○	卯	莫鮑切	970	卯	莫鮑切
9	巧	ʂâw	○	稍	山巧切	971	稍	山巧切
9	巧	tʂhâw	○	煼	楚絞切	972	煼	楚絞切
9	巧	tʂâw	○	爪	側絞切	973	爪	側絞切
9	巧	nâw	○	橈	女巧切	974	橈	女巧切
9	巧	nâw	○	撓	NA	974	撓	NA
9	巧	ʔiâw	○	拗	於巧切	975	拗	於巧切
9	巧	(ŋ)jiâw	○	齩	五巧切	976	齩	五巧切
9	巧	ɦiǎw'	○	骹	胡飽切	977	骹	胡飽切
9	巧	ɦǎw'	○	晧	胡老切	978	晧	胡老切
9	巧	hâw	○	好	許晧切	979	好	許皓切
9	巧	khâw	○	考	苦浩切	980	考	苦浩切
9	巧	kâw	○	杲	古老切	981	杲	古老切
9	巧	ʔâw	○	媼	烏皓切	982	媼	烏皓切
9	巧	pâw	○	寶	博浩切	983	寶	博浩切
9	巧	pâw	○	䎂	NA	983	䎂	NA
9	巧	bǎw'	○	抱	蒲皓切	984	抱	蒲皓切
9	巧	sâw	○	掃	蘇老切	985	掃	蘇老切
9	巧	tshâw	○	草	采早切	986	草	采早切
9	巧	tsâw	○	早	子皓切	987	早	子皓切
9	巧	tsâw	○	棗	NA	987	棗	NA
9	巧	dzǎw'	○	皁	在早切	988	皁	在早切
9	巧	tâw	○	倒	都皓切	989	倒	都皓切
9	巧	thâw	○	討	土皓切	990	討	土皓切
9	巧	dǎw'	○	道	杜皓切	991	道	杜皓切
9	巧	lâw	○	老	魯皓切	992	老	魯皓切
9	巧	nâw	○	腦	乃老切	993	腦	乃老切
9	哿	kɔ̂	十四哿¶¶	哿	嘉我切	994	哿	嘉我切
9	哿	khɔ̂	○	可	口我切	995	可	口我切
9	哿	ʔɔ̂	○	妸	烏可切	996	妸	烏可切
9	哿	ŋɔ̂	○	我	五可切	997	我	五可切
9	哿	ɦɔ̌'	○	荷	下可切	998	荷	下可切
9	哿	tsɔ̂	○	左	臧可切	999	左	臧可切
9	哿	tɔ̂	○	癉	丁可切	1000	癉	丁可切
9	哿	dɔ̌'	○	拕	待可切	1001	拕	待可切
9	哿	dɔ̌'	○	𣵺	NA	1001	𣵺	NA
9	哿	nɔ̂	○	娜	奴可切	1002	娜	奴可切
9	哿	mwɔ̂	○	麼	忙果切	1003	麼	忙果切
9	哿	sɔ̂	○	娑	素可切	1004	娑	素可切
9	哿	tshɔ̂	○	瑳	千可切	1005	瑳	千可切
9	哿	kwɔ̂	○	果	古火切	1006	果	古火切
9	哿	khwɔ̂	○	顆	苦果切	1007	顆	苦果切
9	哿	hwɔ̂	○	火	虎果切	1008	火	虎果切
9	哿	ɦwɔ̌'	○	禍	胡果切	1009	禍	胡果切
9	哿	ʔwɔ̂	○	婐	烏果切	1010	婐	烏果切
9	哿	pwɔ̂	○	跛	補火切	1011	跛	補火切
9	哿	phwɔ̂	○	頗	普火切	1012	頗	普火切
9	哿	phwɔ̂	○	叵	NA	1012	叵	NA
9	哿	swɔ̂	○	鎖	蘇果切	1013	鎖	蘇果切
9	哿	dzwɔ̌'	○	坐	徂果切	1014	坐	徂果切
9	哿	twɔ̂	○	朶	都火切	1015	朶	都火切
9	哿	twɔ̂	○	捶	NA	1015	捶	NA
9	哿	thwɔ̂	○	妥	吐火切	1016	妥	吐火切
9	哿	lwɔ̂	○	裸	魯果切	1017	裸	魯果切
9	哿	ŋwɔ̂	○	㛂	五果切	1018	㛂	五果切
9	馬	mâ	十五馬¶¶	馬	莫下切	1019	馬	莫下切
9	馬	pâ	○	把	補下切	1020	把	補下切
9	馬	tʂâ	○	鮓	側下切	1021	鮓	側下切
9	馬	ɖʐǎ'	○	槎	茶下切	1022	槎	荼下切
9	馬	ʂâ	○	灑	沙下切	1023	灑	沙下切
9	馬	ɦiǎ'	○	下	亥雅切	1024	下	亥雅切
9	馬	kiâ	○	賈	舉下切	1025	賈	舉下切
9	馬	tʂhâ	○	姹	齒下切	1026	姹	抽下切
9	馬	hiâ	○	閜	許下切	1027	閜	許下切
9	馬	ʔiâ	○	啞	倚下切	1028	啞	倚下切
9	馬	(ŋ)jiâ	○	雅	語下切	1028_no_siewx_ghiunh_separator	雅	語下切
9	馬	ɦwǎ'	○	踝	户瓦切	1029	踝	戶瓦切
9	馬	khwâ	○	跨	苦瓦切	1030	跨	苦瓦切
9	馬	kwâ	○	寡	古瓦切	1031	寡	古瓦切
9	馬	ŋwâ		瓦	五寡切	1032	瓦	五寡切
9	馬	tâ	○	打	都瓦切	1033	打	都瓦切
9	馬	ʂwâ	○	葰	數瓦切	1034	葰	數瓦切
9	者	tʃiɛ̂	十六者¶¶	者	止野切	1035	者	止野切
9	者	ʃʒiɛ̌'	○	社	常者切	1036	社	常者切
9	者	siɛ̂	○	寫	先野切	1037	寫	先野切
9	者	tshiɛ̂	○	且	七野切	1038	且	七野切
9	者	ʃiɛ̂	○	捨	始野切	1039	捨	始野切
9	者	dziɛ̌'	○	苴	才野切	1040	苴	才野切
9	者	tʃhiɛ̂	○	奲	昌者切	1041	奲	昌者切
9	者	jiɛ̂	○	野	以者切	1042	野	以者切
9	者	ʒiɛ̂	○	惹	爾者切	1043	惹	爾者切
9	者	tsiɛ̂	○	姐	子野切	1044	姐	子野切
9	養	jiɑ̂ŋ	十七養¶¶¶	養	以兩切	1045	養	以兩切
9	養	ʔiɑ̂ŋ	○	鞅	倚兩切	1046	鞅	倚兩切
9	養	sziɑ̌ŋ'	○	象	似兩切	1047	象	似兩切
9	養	tsiɑ̂ŋ	○	獎	子兩切	1048	獎	子兩切
9	養	liɑ̂ŋ	○	兩	良奬切	1049	兩	良獎切
9	養	giɑ̌ŋ'	○	彊	巨兩切	1050	彊	巨兩切
9	養	ŋiɑ̂ŋ	○	仰	魚兩切	1051	仰	魚兩切
9	養	siɑ̂ŋ		想	息兩切	1052	想	息兩切
9	養	tʂhwɑ̂ŋ	○	㼽	楚兩切	1053	㼽	楚兩切
9	養	tʃhiɑ̂ŋ	○	敞	昌兩切	1054	敞	昌兩切
9	養	tʃiɑ̂ŋ	○	掌	止兩切	1055	掌	止兩切
9	養	tʃiɑ̂ŋ	○	長	展兩切	1055_no_siewx_ghiunh_separator	長	展兩切
9	養	ʂwɑ̂ŋ	○	爽	所兩切	1056	爽	所兩切
9	養	hiɑ̂ŋ	○	響	許兩切	1057	響	許兩切
9	養	kiɑ̂ŋ	○	襁	居仰切	1058	襁	居仰切
9	養	dʒiɑ̌ŋ'	○	丈	呈兩切	1059	丈	呈兩切
9	養	ʒiɑ̂ŋ	○	壤	汝兩切	1060	壤	汝兩切
9	養	ʃiɑ̂ŋ	○	賞	始兩切	1061	賞	始兩切
9	養	ʃʒiɑ̌ŋ'	○	上	是賞切	1062	上	是掌切
9	養	fɑ̂ŋ	○	髣	妃兩切	1063	髣	妃兩切
9	養	vɑ̂ŋ	○	罔	文紡切	1064	罔	文紡切
9	養	ʔwɑ̂ŋ	○	枉	嫗往切	1065	枉	嫗往切
9	養	wɑ̂ŋ	○	往	羽枉切	1066	往	羽枉切
9	養	hwɑ̂ŋ	○	怳	詡往切	1067	怳	詡往切
9	養	tshiɑ̂ŋ	○	搶	七兩切	1068	搶	七兩切
9	養	gwɑ̌ŋ'	○	迋	具往切	1069	迋	具往切
9	養	dɑ̌ŋ'	○	蕩	徒黨切	1070	蕩	徒黨切
9	養	tɑ̂ŋ		黨	多曩切	1071	黨	多曩切
9	養	thɑ̂ŋ	○	儻	他曩切	1072	儻	他曩切
9	養	nɑ̂ŋ	○	曩	乃黨切	1073	曩	乃黨切
9	養	pɑ̂ŋ	○	榜	補曩切	1074	榜	補曩切
9	養	mɑ̂ŋ	○	莽	母黨切	1075	莽	母黨切
9	養	sɑ̂ŋ	○	顙	寫曩切	1076	顙	寫曩切
9	養	tshɑ̂ŋ	○	蒼	采莽切	1077	蒼	采莽切
9	養	tsɑ̂ŋ	○	駔	子黨切	1078	駔	子黨切
9	養	dzɑ̌ŋ'	○	奘	在黨切	1079	奘	在黨切
9	養	ɦɑ̌ŋ'	○	沆	下黨切	1080	沆	下黨切
9	養	khɑ̂ŋ	○	忼	口黨切	1081	忼	口黨切
9	養	ʔɑ̂ŋ	○	坱	於黨切	1082	坱	於黨切
9	養	kɑ̂ŋ	○	㽘	舉盎切	1083	㽘	舉盎切
9	養	ŋɑ̂ŋ	○	䭹	語㽘切	1084	䭹	語㽘切
9	養	ɦwɑ̌ŋ'		晃	戸廣切	1085	晃	戶廣切
9	養	khwɑ̂ŋ	○	懬	苦廣切	1086	懬	苦廣切
9	養	kwɑ̂ŋ	○	廣	古滉切	1087	廣	古滉切
9	養	kiɑ̂ŋ	○	講	古項切	1088	講	古項切
9	養	bɑ̌ŋ'	○	棒	步項切	1089	棒	步項切
9	養	ɦiɑ̌ŋ'	○	項	户講切	1090	項	戶講切
9	養	lɑ̂ŋ	○	朗	里黨切	1091	朗	里黨切
9	梗	kə̂ŋ	十　八　梗¶	梗	古杏切	1092	梗	古杏切
9	梗	ɦiə̌ŋ'	○	杏	何梗切	1093	杏	何梗切
9	梗	ɦwə̌ŋ'	○	卝	胡猛切	1094	卝	胡猛切
9	梗	kwə̂ŋ	○	礦	古猛切	1095	礦	古猛切
9	梗	mə̂ŋ	○	猛	母梗切	1096	猛	母梗切
9	梗	bə̌ŋ'		蠯	蒲猛切	1097	蠯	蒲猛切
9	梗	lə̂ŋ	○	冷	魯杏切	1098	冷	魯杏切
9	梗	ɖʐə̌ŋ'	○	瑒	杖梗切	1099	瑒	杖梗切
9	梗	pîŋ	○	丙	補永切	1100	丙	補永切
9	梗	pîŋ		鞞	補鼎切	1100_no_siewx_ghiunh_separator	鞞	補鼎切
9	梗	bǐŋ'	○	竝	部迥切	1101	竝	部迥切
9	梗	khyuə̂ŋ	○	頃	丘潁切	1102	頃	丘穎切
9	梗	ɦyuə̌ŋ'	○	迥	户頂切	1103	迥	戶頂切
9	梗	hyuə̂ŋ	○	詗	火迥切	1104	詗	火迥切
9	梗	ʔyuə̂ŋ	○	濙	烏逈切	1105	濙	烏迥切
9	梗	ɦǐŋ'	○	悻	下頂切	1106	悻	下頂切
9	梗	ɦǐŋ'	○	涬	NA	1106	涬	NA
9	梗	khîŋ	○	謦	棄挺切	1107	謦	棄挺切
9	梗	mîŋ	○	皿	眉永切	1108	皿	眉永切
9	梗	ʂə̂ŋ	○	省	所景切	1109	省	所景切
9	梗	ʔîŋ	○	影	於丙切	1110	影	於丙切
9	梗	jyuə̂ŋ	○	穎	庾頃切	1111	穎	庾頃切
9	梗	kîŋ	○	景	居影切	1112	景	居影切
9	梗	ʔyuə̂ŋ	○	永	于憬切	1113	永	於憬切
9	梗	kyuə̂ŋ	○	憬	居永切	1114	憬	居永切
9	梗	kyuə̂ŋ		炅	古迥切	1114_no_siewx_ghiunh_separator	炅	古迥切
9	梗	kə̂ŋ	○	耿	古幸切	1115	耿	古幸切
9	梗	ɦə̌ŋ'	○	幸	下耿切	1116	幸	下耿切
9	梗	mə̂ŋ	○	黽	母耿切	1117	黽	母耿切
9	梗	dzǐŋ'	○	靜	疾郢切	1118	靜	疾郢切
9	梗	sîŋ	○	省	息井切	1119	省	息井切
9	梗	tshîŋ		missing	NA	1120	請	七靜切
9	梗	tsîŋ	○	missing	子郢切	1121	井	子郢切
9	梗	tʃhîŋ	○	逞	丑郢切	1122	逞	丑郢切
9	梗	lîŋ	○	領	里郢切	1123	領	里郢切
9	梗	tîŋ	○	頂	都領切	1124	頂	都領切
9	梗	khə̂ŋ	○	肯	苦等切	1125	肯	苦等切
9	梗	mîŋ	○	茗	莫迥切	1126	茗	莫迥切
9	梗	dǐŋ'	○	挺	徒鼎切	1127	挺	徒鼎切
9	梗	nîŋ	○	濘	乃挺切	1128	濘	乃挺切
9	梗	tʃîŋ	○	拯	之庱切	1129	拯	之庱切
9	梗	tʃîŋ	○	𢮋	NA	1129	𢮋	NA
9	梗	ʂə̂ŋ	○	㱡	色拯切	1130	㱡	色拯切
9	梗	tə̂ŋ	○	等	多肯切	1131	等	多肯切
9	有	jiôw	十　九　有¶	有	云九切	1132	有	云九切
9	有	siôw	○	滫	息有切	1133	滫	息有切
9	有	tsiôw	○	酒	子酉切	1134	酒	子酉切
9	有	ʃiôw	○	首	始九切	1135	首	始九切
9	有	tʃiôw	○	帚	止酉切	1136	帚	止酉切
9	有	tʃhiôw	○	醜	齒九切	1137	醜	齒九切
9	有	ʃʒiǒw'	○	受	是酉切	1138	受	是酉切
9	有	ʒiôw	○	蹂	忍九切	1139	蹂	忍九切
9	有	dʒiǒw'	○	紂	丈九切	1140	紂	丈九切
9	有	liôw	○	柳	力九切	1141	柳	力九切
9	有	niôw	○	紐	女九切	1142	紐	女九切
9	有	ʔiôw	○	黝	於糾切	1143	黝	於糾切
9	有	hiôw	○	朽	許久切	1144	朽	許久切
9	有	khiôw	○	糗	去九切	1145	糗	去九切
9	有	kiôw	○	九	舉有切	1146	九	舉有切
9	有	giǒw'	○	臼	巨九切	1147	臼	巨九切
9	有	thôw	○	黈	他口切	1148	黈	他口切
9	有	dǒw'	○	鋀	徒口切	1149	鋀	徒口切
9	有	lôw	○	塿	郎斗切	1150	塿	郎斗切
9	有	nôw	○	㝅	乃后切	1151	㝅	乃后切
9	有	fôw	○	缶	俯九切	1152	缶	俯久切
9	有	fvǒw'		阜	房缶切	1153	阜	房缶切
9	有	ʂôw	○	溲	所九切	1154	溲	所九切
9	有	tʂôw	○	掫	側九切	1155	掫	側久切
9	有	ɦǒw'	○	厚	胡口切	1156	厚	胡口切
9	有	hôw	○	吼	許厚切	1157	吼	許厚切
9	有	khôw	○	口	苦厚切	1158	口	苦厚切
9	有	kôw	○	耇	舉后切	1159	耇	舉后切
9	有	ʔôw	○	歐	於口切	1160	歐	於口切
9	有	ŋôw	○	偶	語口切	1161	偶	語口切
9	有	phôw	○	剖	普厚切	1162	剖	普厚切
9	有	môw	○	母	莫厚切	1163	母	莫厚切
9	有	sôw	○	叟	蘇后切	1164	叟	蘇后切
9	有	tshôw	○	趣	此茍切	1165	趣	此苟切
9	有	tsôw	○	走	子口切	1166	走	子口切
9	有	tôw	○	斗	當口切	1167	斗	當口切
9	寢	tshîm	二十寢¶¶	寢	七稔切	1168	寢	七稔切
9	寢	tsîm	○	䆮	子衽切	1169	𥧲	子衽切
9	寢	ʃîm	○	審	式荏切	1170	審	式荏切
9	寢	tʃhîm	○	瀋	昌枕切	1171	瀋	昌枕切
9	寢	tʃîm	○	枕	章荏切	1172	枕	章荏切
9	寢	ʃʒǐm'	○	甚	食枕切	1173	甚	食枕切
9	寢	ʒîm	○	餁	忍甚切	1174	餁	忍甚切
9	寢	ʒîm	○	稔	NA	1174	稔	NA
9	寢	ʂîm	○	㾕	所錦切	1175	㾕	所錦切
9	寢	tʂhə̂m	○	墋	楚錦切	1176	墋	楚錦切
9	寢	sîm	○	糝	桑錦切	1177	糝	桑錦切
9	寢	ŋîm	○	吟	魚錦切	1178	吟	魚錦切
9	寢	tʃhîm	○	踸	丑錦切	1179	踸	丑錦切
9	寢	dʒǐm'	○	朕	呈稔切	1180	朕	呈稔切
9	寢	lîm	○	廩	力錦切	1181	廩	力錦切
9	寢	kîm	○	錦	居飲切	1182	錦	居飲切
9	寢	gǐm'	○	噤	渠飲切	1183	噤	巨飲切
9	寢	ʔîm	○	飮	於錦切	1184	飲	於錦切
9	感	kâm	二十一感¶¶	感	古禫切	1185	感	古禫切
9	感	dǎm'	○	禫	徒感切	1186	禫	徒感切
9	感	ɦǎm'	○	頷	戸感切	1187	頷	戶感切
9	感	khâm	○	坎	苦感切	1188	坎	苦感切
9	感	ʔâm	○	晻	鄥感切	1189	晻	鄔感切
9	感	ŋâm	○	頷	五感切	1190	頷	五感切
9	感	sâm	○	糝	桑感切	1191	糝	桑感切
9	感	tshâm	○	㦧	七感切	1192	㦧	七感切
9	感	dzǎm'		歜	NA	1193	歜	徂感切
9	感	tsâm	○	寁	徂感切	1194	寁	子感切
9	感	tâm	○	紞	都感切	1195	紞	都感切
9	感	thâm	○	襑	他感切	1196	襑	他感切
9	感	ɦiǎm'		豏	下斬切	1197	豏	下斬切
9	感	ɦǎm'	○	檻	胡覽切	1198	檻	胡覽切
9	感	hiâm	○	闞	虎覽切	1199	闞	虎覽切
9	感	tsâm	○	槧	在敢切	1200	槧	左敢切
9	感	tâm	○	膽	覩敢切	1201	膽	都敢切
9	感	dǎm'	○	啖	徒覽切	1202	啖	徒覽切
9	感	lâm	○	壈	盧感切	1203	壈	盧感切
9	感	kâm	○	敢	古覽切	1204	敢	古覽切
9	感	lâm	○	覽	魯敢切	1205	覽	魯敢切
9	感	kiâm	○	減	古斬切	1206	減	古斬切
9	感	ʔiâm	○	黯	乙減切	1207	黯	乙減切
9	感	ʂâm	○	摻	所斬切	1208	摻	所斬切
9	感	tʂâm	○	斬	側減切	1209	斬	側減切
9	感	ɖʐǎm'	○	湛	丈減切	1210	湛	大減切
9	感	ɖʐǎm'	○	嶃	土減切	1211	嶃	士減切
9	感	mâm	○	鋄	忙范切	1212	鋄	忙范切
9	感	fvǎm'	○	范	房啖切	1213	范	房啖切
9	琰	jiɛ̂m	二十二琰¶¶	琰	以冉切	1214	琰	以冉切
9	琰	ʔiɛ̂m	○	奄	於檢切	1215	奄	於檢切
9	琰	ʃiɛ̂m	○	閃	失冉切	1216	閃	失冉切
9	琰	ʒiɛ̂m	○	冉	而琰切	1217	冉	而琰切
9	琰	tʃhiɛ̂m	○	諂	丑琰切	1218	諂	丑琰切
9	琰	liɛ̂m	○	斂	力冉切	1219	斂	力冉切
9	琰	hiɛ̂m	○	險	虛檢切	1220	險	虛檢切
9	琰	kiɛ̂m	○	檢	居奄切	1221	檢	居奄切
9	琰	giɛ̌m'		儉	巨險切	1222	儉	巨險切
9	琰	ŋiɛ̂m	○	隒	魚檢切	1223	隒	魚檢切
9	琰	piɛ̂m	○	貶	悲撿切	1224	貶	悲檢切
9	琰	tʃiɛ̂m	○	颭	職琰切	1225	颭	職琰切
9	琰	thiɛ̂m	○	忝	他點切	1226	忝	他點切
9	琰	tiɛ̂m	○	點	多忝切	1227	點	多忝切
9	琰	diɛ̌m'	○	簟	徒點切	1228	簟	徒點切
9	琰	niɛ̂m	○	淰	乃點切	1229	淰	乃點切
9	琰	khiɛ̂m	○	歉	苦簟切	1230	歉	苦簟切
9	琰	dziɛ̌m'	○	漸	秦冉切	1231	漸	秦冉切
10	送	sǔŋ	去聲¶一送¶¶	送	蘇弄切	1232	送	蘇弄切
10	送	fvǔŋ	○	鳳	馮貢切	1233	鳳	馮貢切
10	送	tshǔŋ	○	謥	干弄切	1234	𧪳	千弄切
10	送	tsǔŋ	○	糉	作弄切	1235	糉	作弄切
10	送	tsǔŋ	○	傯	NA	1235	傯	NA
10	送	tsǔŋ	○	綜	NA	1235	綜	NA
10	送	tsyǔŋ	○	縱	足用切	1236	縱	足用切
10	送	tǔŋ	○	凍	多貢切	1237	凍	多貢切
10	送	thǔŋ	○	痛	他貢切	1238	痛	他貢切
10	送	dǔŋ	○	洞	徒弄切	1239	洞	徒弄切
